Rv0001	NP_214515.1
Rv3869	NP_218386.1
Rv3870	NP_218387.1
Rv3871	NP_218388.1
Rv3872	YP_178021.1
Rv3873	YP_178022.1
Rv3874	NP_218391.1
Rv3875	YP_178023.1
Rv3876	NP_218393.1
Rv3877	NP_218394.1
Rv3878	NP_218395.1
Rv3879c	NP_218396.1
Rv3880c	NP_218397.1
Rv3881c	NP_218398.1
Rv3882c	NP_218399.1
Rv3883c	NP_218400.1
Rv3884c	NP_218401.1
Rv3885c	NP_218402.1
Rv3886c	NP_218403.1
Rv3887c	NP_218404.1
Rv3888c	NP_218405.1
Rv3889c	NP_218406.1
Rv3890c	NP_218407.1
Rv3891c	NP_218408.1
Rv3892c	YP_178024.1
Rv3893c	YP_178025.1
Rv3894c	NP_218411.1
Rv3895c	NP_218412.1
Rv3896c	NP_218413.1
Rv3897c	NP_218414.1
Rv3898c	NP_218415.1
Rv3899c	NP_218416.1
Rv3900c	NP_218417.1
Rv3901c	NP_218418.1
Rv3902c	NP_218419.1
Rv3903c	NP_218420.1
Rv3904c	NP_218421.1
Rv3905c	NP_218422.1
Rv3906c	NP_218423.1
Rv3907c	YP_178026.1
Rv3908	NP_218425.1
Rv3909	NP_218426.1
Rv3910	NP_218427.1
Rv3911	NP_218428.1
Rv3912	NP_218429.1
Rv3913	NP_218430.1
Rv3914	NP_218431.1
Rv3915	YP_178027.1
Rv3916c	NP_218433.1
Rv3917c	NP_218435.2
Rv3918c	NP_218434.2
Rv3919c	NP_218436.2
Rv3920c	NP_218437.1
Rv3921c	NP_218438.1
Rv3922c	NP_218439.1
Rv3923c	NP_218440.3
Rv3924c	NP_218441.1
